---------------------------------------------------------------------------------------------------
Date: 10/13/2025 -- 12:48:46 (uptime: 0d, 00h 00m 09s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 8
decoder.event.icmpv6.unknown_code                            | Total                     | 2
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted                                       | Total                     | 6
tcp.sessions                                                 | Total                     | 207
tcp.ssn_from_pool                                            | Total                     | 207
tcp.segment_from_cache                                       | Total                     | 3
tcp.segment_from_pool                                        | Total                     | 1078
tcp.overlap                                                  | Total                     | 1
detect.alert                                                 | Total                     | 2624
detect.alerts_suppressed                                     | Total                     | 30
app_layer.flow.http                                          | Total                     | 68
app_layer.tx.http                                            | Total                     | 70
app_layer.flow.tls                                           | Total                     | 73
app_layer.flow.quic                                          | Total                     | 10
app_layer.tx.quic                                            | Total                     | 63
app_layer.flow.mdns                                          | Total                     | 4
app_layer.tx.mdns                                            | Total                     | 57
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.flow.dns_udp                                       | Total                     | 53
app_layer.tx.dns_udp                                         | Total                     | 178
app_layer.flow.sip_udp                                       | Total                     | 58
app_layer.error.sip_udp.parser                               | Total                     | 744
flow.end.state.new                                           | Total                     | 6
flow.mgr.full_hash_pass                                      | Total                     | 28
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9700
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 416
flow.mgr.flows_notimeout                                     | Total                     | 416
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 3375104
http.memuse                                                  | Total                     | 32289
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7177504
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:16:10 (uptime: 0d, 00h 03m 37s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 6595
decoder.bytes                                                | Total                     | 2051613
decoder.ipv4                                                 | Total                     | 5252
decoder.ipv6                                                 | Total                     | 1343
decoder.tcp                                                  | Total                     | 5001
tcp.syn                                                      | Total                     | 232
tcp.synack                                                   | Total                     | 204
tcp.rst                                                      | Total                     | 85
decoder.udp                                                  | Total                     | 1528
decoder.icmpv6                                               | Total                     | 58
decoder.avg_pkt_size                                         | Total                     | 311
decoder.max_pkt_size                                         | Total                     | 32808
tcp.active_sessions                                          | Total                     | 211
flow.total                                                   | Total                     | 371
flow.active                                                  | Total                     | 365
flow.tcp                                                     | Total                     | 233
flow.udp                                                     | Total                     | 130
flow.icmpv6                                                  | Total                     | 8
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 8
decoder.event.icmpv6.unknown_code                            | Total                     | 2
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted                                       | Total                     | 6
tcp.sessions                                                 | Total                     | 211
tcp.ssn_from_pool                                            | Total                     | 211
tcp.segment_from_cache                                       | Total                     | 3
tcp.segment_from_pool                                        | Total                     | 1087
tcp.overlap                                                  | Total                     | 1
detect.alert                                                 | Total                     | 2657
detect.alerts_suppressed                                     | Total                     | 30
app_layer.flow.http                                          | Total                     | 68
app_layer.tx.http                                            | Total                     | 70
app_layer.flow.tls                                           | Total                     | 74
app_layer.flow.quic                                          | Total                     | 10
app_layer.tx.quic                                            | Total                     | 63
app_layer.flow.mdns                                          | Total                     | 4
app_layer.tx.mdns                                            | Total                     | 57
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.flow.dns_udp                                       | Total                     | 55
app_layer.tx.dns_udp                                         | Total                     | 182
app_layer.flow.sip_udp                                       | Total                     | 60
app_layer.error.sip_udp.parser                               | Total                     | 766
flow.end.state.new                                           | Total                     | 6
flow.mgr.full_hash_pass                                      | Total                     | 29
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9700
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 424
flow.mgr.flows_notimeout                                     | Total                     | 424
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 3393536
http.memuse                                                  | Total                     | 32289
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7177504
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:16:18 (uptime: 0d, 00h 03m 45s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 6791
decoder.bytes                                                | Total                     | 2098555
decoder.ipv4                                                 | Total                     | 5432
decoder.ipv6                                                 | Total                     | 1359
decoder.tcp                                                  | Total                     | 5160
tcp.syn                                                      | Total                     | 241
tcp.synack                                                   | Total                     | 210
tcp.rst                                                      | Total                     | 92
decoder.udp                                                  | Total                     | 1564
decoder.icmpv6                                               | Total                     | 59
decoder.avg_pkt_size                                         | Total                     | 309
decoder.max_pkt_size                                         | Total                     | 32808
tcp.active_sessions                                          | Total                     | 216
flow.total                                                   | Total                     | 379
flow.active                                                  | Total                     | 373
flow.tcp                                                     | Total                     | 238
flow.udp                                                     | Total                     | 133
flow.icmpv6                                                  | Total                     | 8
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 8
decoder.event.icmpv6.unknown_code                            | Total                     | 2
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted                                       | Total                     | 6
tcp.sessions                                                 | Total                     | 216
tcp.ssn_from_pool                                            | Total                     | 216
tcp.segment_from_cache                                       | Total                     | 4
tcp.segment_from_pool                                        | Total                     | 1130
tcp.overlap                                                  | Total                     | 2
detect.alert                                                 | Total                     | 2732
detect.alerts_suppressed                                     | Total                     | 31
app_layer.flow.http                                          | Total                     | 69
app_layer.tx.http                                            | Total                     | 71
app_layer.flow.tls                                           | Total                     | 79
app_layer.flow.quic                                          | Total                     | 10
app_layer.tx.quic                                            | Total                     | 63
app_layer.flow.mdns                                          | Total                     | 4
app_layer.tx.mdns                                            | Total                     | 57
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.flow.dns_udp                                       | Total                     | 56
app_layer.tx.dns_udp                                         | Total                     | 186
app_layer.flow.sip_udp                                       | Total                     | 62
app_layer.error.sip_udp.parser                               | Total                     | 796
flow.end.state.new                                           | Total                     | 6
flow.mgr.full_hash_pass                                      | Total                     | 31
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9700
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 435
flow.mgr.flows_notimeout                                     | Total                     | 435
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 3422208
http.memuse                                                  | Total                     | 32625
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7177504
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:16:26 (uptime: 0d, 00h 03m 53s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 6903
decoder.bytes                                                | Total                     | 2120578
decoder.ipv4                                                 | Total                     | 5526
decoder.ipv6                                                 | Total                     | 1377
decoder.tcp                                                  | Total                     | 5234
tcp.syn                                                      | Total                     | 244
tcp.synack                                                   | Total                     | 213
tcp.rst                                                      | Total                     | 95
decoder.udp                                                  | Total                     | 1601
decoder.icmpv6                                               | Total                     | 60
decoder.avg_pkt_size                                         | Total                     | 307
decoder.max_pkt_size                                         | Total                     | 32808
tcp.active_sessions                                          | Total                     | 219
flow.total                                                   | Total                     | 387
flow.active                                                  | Total                     | 380
flow.tcp                                                     | Total                     | 241
flow.udp                                                     | Total                     | 138
flow.icmpv6                                                  | Total                     | 8
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 8
decoder.event.icmpv6.unknown_code                            | Total                     | 2
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted                                       | Total                     | 7
tcp.sessions                                                 | Total                     | 219
tcp.ssn_from_pool                                            | Total                     | 219
tcp.segment_from_cache                                       | Total                     | 4
tcp.segment_from_pool                                        | Total                     | 1141
tcp.overlap                                                  | Total                     | 2
detect.alert                                                 | Total                     | 2763
detect.alerts_suppressed                                     | Total                     | 35
app_layer.flow.http                                          | Total                     | 69
app_layer.tx.http                                            | Total                     | 71
app_layer.flow.tls                                           | Total                     | 80
app_layer.flow.quic                                          | Total                     | 10
app_layer.tx.quic                                            | Total                     | 63
app_layer.flow.mdns                                          | Total                     | 5
app_layer.tx.mdns                                            | Total                     | 59
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.flow.dns_udp                                       | Total                     | 57
app_layer.tx.dns_udp                                         | Total                     | 190
app_layer.flow.sip_udp                                       | Total                     | 65
app_layer.error.sip_udp.parser                               | Total                     | 822
flow.end.state.new                                           | Total                     | 7
flow.mgr.full_hash_pass                                      | Total                     | 32
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9700
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 444
flow.mgr.flows_notimeout                                     | Total                     | 444
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 3434496
http.memuse                                                  | Total                     | 32625
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7177504
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:16:34 (uptime: 0d, 00h 04m 01s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 7057
decoder.bytes                                                | Total                     | 2172795
decoder.ipv4                                                 | Total                     | 5615
decoder.ipv6                                                 | Total                     | 1442
decoder.tcp                                                  | Total                     | 5303
tcp.syn                                                      | Total                     | 248
tcp.synack                                                   | Total                     | 217
tcp.rst                                                      | Total                     | 97
decoder.udp                                                  | Total                     | 1684
decoder.icmpv6                                               | Total                     | 62
decoder.avg_pkt_size                                         | Total                     | 307
decoder.max_pkt_size                                         | Total                     | 32808
tcp.active_sessions                                          | Total                     | 223
flow.total                                                   | Total                     | 399
flow.active                                                  | Total                     | 392
flow.tcp                                                     | Total                     | 245
flow.udp                                                     | Total                     | 146
flow.icmpv6                                                  | Total                     | 8
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 8
decoder.event.icmpv6.unknown_code                            | Total                     | 2
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted                                       | Total                     | 7
tcp.sessions                                                 | Total                     | 223
tcp.ssn_from_pool                                            | Total                     | 223
tcp.segment_from_cache                                       | Total                     | 5
tcp.segment_from_pool                                        | Total                     | 1160
tcp.overlap                                                  | Total                     | 3
detect.alert                                                 | Total                     | 2799
detect.alerts_suppressed                                     | Total                     | 35
app_layer.flow.http                                          | Total                     | 69
app_layer.tx.http                                            | Total                     | 71
app_layer.flow.tls                                           | Total                     | 82
app_layer.flow.quic                                          | Total                     | 12
app_layer.tx.quic                                            | Total                     | 79
app_layer.flow.mdns                                          | Total                     | 5
app_layer.tx.mdns                                            | Total                     | 59
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.flow.dns_udp                                       | Total                     | 62
app_layer.tx.dns_udp                                         | Total                     | 200
app_layer.flow.sip_udp                                       | Total                     | 66
app_layer.error.sip_udp.parser                               | Total                     | 841
flow.end.state.new                                           | Total                     | 7
flow.mgr.full_hash_pass                                      | Total                     | 33
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9700
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 459
flow.mgr.flows_notimeout                                     | Total                     | 459
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 3454976
http.memuse                                                  | Total                     | 32625
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7177504
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:16:42 (uptime: 0d, 00h 04m 09s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 7191
decoder.bytes                                                | Total                     | 2199049
decoder.ipv4                                                 | Total                     | 5719
decoder.ipv6                                                 | Total                     | 1472
decoder.tcp                                                  | Total                     | 5408
tcp.syn                                                      | Total                     | 253
tcp.synack                                                   | Total                     | 222
tcp.rst                                                      | Total                     | 99
decoder.udp                                                  | Total                     | 1710
decoder.icmpv6                                               | Total                     | 65
decoder.avg_pkt_size                                         | Total                     | 305
decoder.max_pkt_size                                         | Total                     | 32808
tcp.active_sessions                                          | Total                     | 228
flow.total                                                   | Total                     | 407
flow.active                                                  | Total                     | 400
flow.tcp                                                     | Total                     | 250
flow.udp                                                     | Total                     | 149
flow.icmpv6                                                  | Total                     | 8
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 8
decoder.event.icmpv6.unknown_code                            | Total                     | 2
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted                                       | Total                     | 7
tcp.sessions                                                 | Total                     | 228
tcp.ssn_from_pool                                            | Total                     | 228
tcp.segment_from_cache                                       | Total                     | 5
tcp.segment_from_pool                                        | Total                     | 1181
tcp.overlap                                                  | Total                     | 3
detect.alert                                                 | Total                     | 2842
detect.alerts_suppressed                                     | Total                     | 35
app_layer.flow.http                                          | Total                     | 69
app_layer.tx.http                                            | Total                     | 71
app_layer.flow.tls                                           | Total                     | 85
app_layer.flow.quic                                          | Total                     | 12
app_layer.tx.quic                                            | Total                     | 79
app_layer.flow.mdns                                          | Total                     | 5
app_layer.tx.mdns                                            | Total                     | 59
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.flow.dns_udp                                       | Total                     | 63
app_layer.tx.dns_udp                                         | Total                     | 204
app_layer.flow.sip_udp                                       | Total                     | 68
app_layer.error.sip_udp.parser                               | Total                     | 858
flow.end.state.new                                           | Total                     | 7
flow.mgr.full_hash_pass                                      | Total                     | 34
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9700
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 477
flow.mgr.flows_notimeout                                     | Total                     | 477
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 3479552
http.memuse                                                  | Total                     | 32625
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7177504
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:16:50 (uptime: 0d, 00h 04m 17s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 7281
decoder.bytes                                                | Total                     | 2221595
decoder.ipv4                                                 | Total                     | 5792
decoder.ipv6                                                 | Total                     | 1489
decoder.tcp                                                  | Total                     | 5454
tcp.syn                                                      | Total                     | 255
tcp.synack                                                   | Total                     | 224
tcp.rst                                                      | Total                     | 100
decoder.udp                                                  | Total                     | 1750
decoder.icmpv6                                               | Total                     | 69
decoder.avg_pkt_size                                         | Total                     | 305
decoder.max_pkt_size                                         | Total                     | 32808
tcp.active_sessions                                          | Total                     | 230
flow.total                                                   | Total                     | 414
flow.active                                                  | Total                     | 407
flow.tcp                                                     | Total                     | 252
flow.udp                                                     | Total                     | 154
flow.icmpv6                                                  | Total                     | 8
flow.wrk.spare_sync_avg                                      | Total                     | 100
flow.wrk.spare_sync                                          | Total                     | 16
decoder.event.ipv4.opt_pad_required                          | Total                     | 8
decoder.event.icmpv6.unknown_code                            | Total                     | 2
decoder.event.ipv6.zero_len_padn                             | Total                     | 4
flow.wrk.flows_evicted                                       | Total                     | 7
tcp.sessions                                                 | Total                     | 230
tcp.ssn_from_pool                                            | Total                     | 230
tcp.segment_from_cache                                       | Total                     | 9
tcp.segment_from_pool                                        | Total                     | 1203
tcp.overlap                                                  | Total                     | 8
detect.alert                                                 | Total                     | 2872
detect.alerts_suppressed                                     | Total                     | 35
app_layer.flow.http                                          | Total                     | 69
app_layer.tx.http                                            | Total                     | 71
app_layer.flow.tls                                           | Total                     | 87
app_layer.flow.quic                                          | Total                     | 12
app_layer.tx.quic                                            | Total                     | 79
app_layer.flow.mdns                                          | Total                     | 5
app_layer.tx.mdns                                            | Total                     | 59
app_layer.flow.failed_udp                                    | Total                     | 1
app_layer.flow.dns_udp                                       | Total                     | 65
app_layer.tx.dns_udp                                         | Total                     | 210
app_layer.flow.sip_udp                                       | Total                     | 71
app_layer.error.sip_udp.parser                               | Total                     | 903
flow.end.state.new                                           | Total                     | 7
flow.mgr.full_hash_pass                                      | Total                     | 35
flow.mgr.rows_per_sec                                        | Total                     | 9175
flow.spare                                                   | Total                     | 9700
flow.mgr.rows_maxlen                                         | Total                     | 2
flow.mgr.flows_checked                                       | Total                     | 486
flow.mgr.flows_notimeout                                     | Total                     | 486
memcap.pressure                                              | Total                     | 14
memcap.pressure_max                                          | Total                     | 14
defrag.memuse                                                | Total                     | 33554432
tcp.memuse                                                   | Total                     | 9961472
tcp.reassembly_memuse                                        | Total                     | 3495936
http.memuse                                                  | Total                     | 23184
http.byterange.memuse                                        | Total                     | 136384
http.byterange.memcap                                        | Total                     | 104857600
ippair.memuse                                                | Total                     | 366144
ippair.memcap                                                | Total                     | 366144
host.memuse                                                  | Total                     | 350144
host.memcap                                                  | Total                     | 33554432
flow.memuse                                                  | Total                     | 7177504
---------------------------------------------------------------------------------------------------
Date: 10/28/2025 -- 18:16:58 (uptime: 0d, 00h 04m 25s)
---------------------------------------------------------------------------------------------------
Counter                                                      | TM Name                   | Value
---------------------------------------------------------------------------------------------------
decoder.pkts                                                 | Total                     | 7387
decoder.bytes                                                | Total                     | 2247490
decoder.ipv4                                                 | Total                     | 5889
decoder.ipv6                                                 | Total                     | 1498
decoder.tcp                                                  | Total                     | 5527
tcp.syn                                                      | Total                     | 258
tcp.synack                                                   | Total                     | 227
tcp.rst                                                      | Total                     | 105
decoder.udp                                                  | Total                     | 1780
decoder.icmpv6                                               | Total                     | 72
decoder.avg_pkt_size                                         | Total                     | 304
decoder.max_pkt_size                                         | Total                     | 32808
